feature,importance
V145,11
card1_clip_high,11
V293,11
V46,11
V256_clip_high,11
V97,11
V333,11
V72,11
card1_clip_low,11
V244,10
V304,10
V47_clip_high,10
V257,10
V227,10
V212,10
V34,10
V214,10
V192,10
TransactionAmt_clip_high,10
V205,10
V3,10
V84_clip_high,10
V331,10
V123,10
V336,10
V262,10
V51,10
V286,9
V337,9
V298,9
V253,9
V60,9
V25,9
V181,9
V283_clip_high,9
V75_clip_high,9
V197_clip_high,9
V140,9
V251,9
card5_clip_low,9
V13_clip_high,9
V144,9
V271_clip_high,8
V36_clip_high,8
V324,8
V200,8
V9,8
V94,8
V168_isna,8
V323,8
V15,8
V295,8
V79_clip_high,8
V44_clip_low,8
V53_clip_high,8
V158,8
V227_clip_high,8
V74,8
V172,8
V64,8
V74_clip_high,8
V222_isna,7
V326,7
V338,7
V3_clip_high,7
V269,7
V162,7
V6,7
V8,7
V151,7
V6_clip_high,7
V334,7
V125,7
D6_isna,7
V213,7
V235,7
V230,7
V204,7
V288,7
V272,7
V182,7
V288_clip_high,7
V273,7
V73,7
V184,7
V199,7
V202,7
V63,7
V40_clip_high,7
V225,7
V332_isna,6
V161,6
V20_clip_high,6
V142,6
V255,6
V96_isna,6
V171,6
V109,6
V93,6
C11_clip_high,6
V309_clip_high,6
V313_clip_high,6
V281_clip_high,6
V157,6
V183,6
V300_clip_high,6
V178,6
V180,6
V290,6
V38_clip_high,6
V224_clip_high,6
V216,6
V50_clip_high,6
V229,6
V339,6
is_midnight_flag,6
V279,6
V170,6
V315_clip_high,5
V228,5
is_first_trx,5
V39,5
V60_clip_high,5
V70_clip_high,5
V219,5
V58_clip_high,5
V56_clip_high,5
V239,5
V236,5
V171_isna,5
V163,5
V147,5
card3_clip_low,5
card2_clip_high,5
C12_clip_high,5
addr2_clip_low,5
V302_clip_high,5
V71,5
V23_clip_high,5
V81_clip_high,5
V80_clip_high,5
V187_clip_high,5
V289_clip_high,5
V190,5
V237,4
V285_clip_high,4
V77_clip_high,4
V175,4
V32_clip_high,4
V297,4
V24_clip_high,4
V170_isna,4
V146,4
V302,4
V138,4
V141_clip_high,4
D8_clip_high,4
V100,4
V86_clip_high,4
V22,4
D8_isna,4
D7_isna,4
V57,4
D3_clip_high,4
V44_clip_high,4
V35_isna,4
V211,4
V48_clip_high,4
C4_clip_high,4
V105,4
V50,4
V95,4
V256,4
V14_clip_low,4
V158_clip_high,4
V103,4
V151_clip_high,4
V220_clip_high,3
V221_isna,3
V231,3
V42,3
V30_clip_high,3
V32,3
V65_clip_low,3
V193,3
V238,3
V168,3
V176,3
V46_clip_low,3
V173,3
V73_clip_high,3
V275,3
V75_isna,3
V99_clip_high,3
V92_clip_high,3
V121_clip_high,3
V133_clip_high,3
V139_clip_high,3
V197,3
V150_clip_high,3
V159_clip_high,3
V82_clip_high,3
V42_clip_high,3
V58,3
V329,3
V7_clip_high,3
C7_clip_high,2
V63_clip_high,2
V31,2
addr1_isna,2
V135_clip_high,2
V10_clip_high,2
V101,2
V311_clip_high,2
V123_clip_high,2
V92,2
V177,2
V16_clip_high,2
V18,2
V303_clip_high,2
V155,2
V12_isna,2
V106,2
V104,2
V322,2
V45_clip_low,2
V4_isna,2
V246,2
V51_clip_high,2
V299,2
V79_isna,2
V173_clip_high,2
V167_isna,2
V294_clip_high,2
V85_clip_high,2
V332_clip_high,2
V21,2
D7_clip_high,2
V67_clip_high,2
V286_clip_high,2
V178_clip_high,2
V223,2
C2_clip_low,2
V206_clip_high,2
V43_clip_high,2
V248_clip_high,2
V57_clip_high,2
V61_clip_high,2
V249,2
V111_clip_high,1
V320_clip_high,1
V330,1
V3_isna,1
V325,1
V269_clip_high,1
V254_clip_high,1
V254,1
V223_clip_high,1
V220_isna,1
V227_isna,1
D4_isna,1
V218_isna,1
V242,1
V232_clip_high,1
V56_isna,1
C2_clip_high,1
V195,1
V198,1
V194,1
V49_clip_high,1
V105_clip_high,1
V104_clip_high,1
D12_isna,1
V284_clip_high,1
V283_isna,1
C9_clip_high,1
V282_clip_high,1
C6_clip_high,1
V270_clip_high,1
V201_clip_high,1
V64_clip_high,1
D5_clip_high,1
V264_clip_high,1
V252,1
V252_clip_high,1
V40_isna,1
V80,1
V295_clip_high,1
V293_clip_high,1
V284,1
V292_clip_high,1
V183_clip_high,1
V296_clip_high,1
V185,1
V279_clip_high,1
V186,1
V79,1
V167,1
V165_clip_high,1
V304_clip_high,1
TransactionAmt_clip_low,1
V78_clip_high,1
V78_clip_low,1
V71_clip_high,1
V174,1
V84,1
D6_clip_high,1
D14_clip_high,1
D10_clip_high,1
V154,1
V9_clip_high,1
V250,1
V301_clip_high,1
V163_clip_high,1
V17,1
V18_clip_high,1
V148,1
C13_clip_high,1
V95_isna,1
V141,1
V140_isna,1
V11_clip_high,1
V318_clip_high,1
V132_clip_high,1
V125_clip_high,1
V130_clip_high,1
V139_isna,1
dist1_clip_high,1
addr1_clip_high,1
V120_clip_high,1
V127_clip_high,1
V126_clip_high,1
V102_clip_high,1
V116,1
V118_clip_high,1
V114_clip_high,1
V188,1
V327_isna,0
V335_isna,0
D6_clip_low,0
V334_clip_low,0
V334_isna,0
V333_clip_high,0
V339_clip_high,0
V339_clip_low,0
V339_isna,0
V3_clip_low,0
V331_isna,0
V338_clip_high,0
V338_clip_low,0
V338_isna,0
V8_isna,0
V8_clip_low,0
V8_clip_high,0
D15_clip_high,0
V1_isna,0
V1_clip_low,0
V1_clip_high,0
V1,0
V2_isna,0
V2_clip_low,0
V2_clip_high,0
V323_isna,0
V323_clip_low,0
V323_clip_high,0
V324_isna,0
V324_clip_low,0
V109_clip_low,0
V109_clip_high,0
V110_isna,0
V110_clip_low,0
V110_clip_high,0
V110,0
V111_isna,0
V111_clip_low,0
V111,0
V112_isna,0
V112_clip_low,0
V105_isna,0
V105_clip_low,0
V106_isna,0
V106_clip_low,0
V106_clip_high,0
V112_clip_high,0
V112,0
V113_isna,0
V113_clip_low,0
V113_clip_high,0
V113,0
V114_isna,0
V114_clip_low,0
V114,0
V115_isna,0
V115_clip_low,0
V115_clip_high,0
V116_isna,0
V116_clip_low,0
V108,0
V109_isna,0
V124_isna,0
V124_clip_low,0
V116_clip_high,0
V117_isna,0
V117_clip_low,0
V117_clip_high,0
V117,0
V118_isna,0
V118_clip_low,0
V118,0
V119_isna,0
V119_clip_low,0
V119_clip_high,0
V119,0
V120_isna,0
V120_clip_low,0
V103_clip_high,0
V104_isna,0
V104_clip_low,0
V96_clip_low,0
V96_clip_high,0
V97_isna,0
V97_clip_low,0
V97_clip_high,0
V121_clip_low,0
V121,0
V122_isna,0
V122_clip_low,0
V122_clip_high,0
V122,0
V123_isna,0
V123_clip_low,0
V125_isna,0
V125_clip_low,0
V126_isna,0
V126_clip_low,0
V127_isna,0
V127_clip_low,0
V128_isna,0
V128_clip_low,0
V128_clip_high,0
V120,0
V121_isna,0
V101_clip_high,0
V102_isna,0
V102_clip_low,0
V103_isna,0
V103_clip_low,0
V134_clip_high,0
V135_isna,0
V135_clip_low,0
V136_isna,0
V136_clip_low,0
V136_clip_high,0
V129_isna,0
V129_clip_low,0
V129_clip_high,0
V130_isna,0
V130_clip_low,0
V131_isna,0
V131_clip_low,0
V131_clip_high,0
V132_isna,0
V132_clip_low,0
V99_isna,0
V99_clip_low,0
V100_isna,0
V100_clip_low,0
V92_isna,0
V92_clip_low,0
V93_isna,0
V93_clip_low,0
V93_clip_high,0
V140_clip_low,0
V140_clip_high,0
V141_clip_low,0
V133_isna,0
V133_clip_low,0
V134_isna,0
V134_clip_low,0
V144_isna,0
V144_clip_low,0
V144_clip_high,0
V145_isna,0
V145_clip_low,0
V137_isna,0
V137_clip_low,0
V137_clip_high,0
V138_isna,0
V138_clip_low,0
V138_clip_high,0
V139_clip_low,0
V98_isna,0
V98_clip_low,0
V98_clip_high,0
V98,0
V88_clip_low,0
V88_clip_high,0
V88,0
V89_isna,0
V89_clip_low,0
V89_clip_high,0
C13_clip_low,0
C14_clip_low,0
C14_clip_high,0
D1_clip_low,0
V142_isna,0
V142_clip_low,0
V142_clip_high,0
V143_isna,0
V143_clip_low,0
V143_clip_high,0
V148_clip_high,0
V149_isna,0
V149_clip_low,0
V150_isna,0
V150_clip_low,0
V145_clip_high,0
V146_isna,0
V146_clip_low,0
V146_clip_high,0
C12_clip_low,0
V94_isna,0
V94_clip_low,0
V94_clip_high,0
V95_clip_low,0
V95_clip_high,0
V88_isna,0
V152_clip_low,0
V152_clip_high,0
V153_isna,0
V153_clip_low,0
V153_clip_high,0
V154_isna,0
V154_clip_low,0
V154_clip_high,0
V155_isna,0
V155_clip_low,0
D1_clip_high,0
V147_isna,0
V147_clip_low,0
V147_clip_high,0
V148_isna,0
V148_clip_low,0
V164_clip_low,0
V155_clip_high,0
V156_isna,0
V156_clip_low,0
V157_isna,0
V157_clip_low,0
V157_clip_high,0
V158_isna,0
V158_clip_low,0
V159_isna,0
V159_clip_low,0
V160_isna,0
V160_clip_low,0
V151_isna,0
V151_clip_low,0
V152_isna,0
V90_clip_high,0
V91_isna,0
V91_clip_low,0
V91_clip_high,0
V84_isna,0
V84_clip_low,0
V85_isna,0
V85_clip_low,0
V86_isna,0
V86_clip_low,0
V162_isna,0
V162_clip_low,0
V162_clip_high,0
V163_isna,0
V163_clip_low,0
V164_isna,0
V81_clip_low,0
V82_isna,0
D14_clip_low,0
D15_clip_low,0
D10_clip_low,0
V331_clip_low,0
V331_clip_high,0
V332_clip_low,0
V333_clip_low,0
V160_clip_high,0
V161_isna,0
V161_clip_low,0
V161_clip_high,0
V89,0
V90_isna,0
V90_clip_low,0
V172_clip_low,0
V172_clip_high,0
V164_clip_high,0
V165_isna,0
V165_clip_low,0
V166_isna,0
V166_clip_low,0
V166_clip_high,0
V167_clip_low,0
V167_clip_high,0
V168_clip_low,0
V87_isna,0
V87_clip_low,0
V80_isna,0
V80_clip_low,0
V81_isna,0
D8_clip_low,0
D9_clip_low,0
D9_clip_high,0
V82_clip_low,0
V83_isna,0
V83_clip_low,0
V76_isna,0
V168_clip_high,0
V169_isna,0
V169_clip_low,0
V169_clip_high,0
V170_clip_low,0
V170_clip_high,0
V171_clip_low,0
V171_clip_high,0
V172_isna,0
V79_clip_low,0
V72_isna,0
V72_clip_low,0
V72_clip_high,0
V173_isna,0
V173_clip_low,0
V174_isna,0
V174_clip_low,0
V174_clip_high,0
V175_isna,0
V175_clip_low,0
V175_clip_high,0
V176_isna,0
V176_clip_low,0
V176_clip_high,0
D7_clip_low,0
V177_isna,0
V177_clip_low,0
V177_clip_high,0
V178_isna,0
V178_clip_low,0
V179_isna,0
V179_clip_low,0
V179_clip_high,0
V179,0
V180_isna,0
V180_clip_low,0
V180_clip_high,0
V76_clip_low,0
V77_isna,0
V77_clip_low,0
V78_isna,0
V187_clip_low,0
V188_isna,0
V188_clip_low,0
V188_clip_high,0
V189_isna,0
V181_isna,0
V181_clip_low,0
V181_clip_high,0
V182_isna,0
V182_clip_low,0
V182_clip_high,0
V183_isna,0
V183_clip_low,0
V184_isna,0
V184_clip_low,0
V184_clip_high,0
V74_clip_low,0
V75_clip_low,0
V67_clip_low,0
V68_isna,0
V68_clip_low,0
V68_clip_high,0
V68,0
V193_isna,0
V193_clip_low,0
V185_isna,0
V185_clip_low,0
V185_clip_high,0
V186_isna,0
V186_clip_low,0
V186_clip_high,0
V187_isna,0
C10_clip_low,0
V189_clip_low,0
V189_clip_high,0
V190_isna,0
V190_clip_low,0
V190_clip_high,0
V191_isna,0
V191_clip_low,0
V191_clip_high,0
V191,0
V192_isna,0
V192_clip_low,0
V192_clip_high,0
V73_isna,0
V73_clip_low,0
V74_isna,0
V197_clip_low,0
V198_isna,0
V198_clip_low,0
V198_clip_high,0
V199_isna,0
V199_clip_low,0
V193_clip_high,0
V194_isna,0
V194_clip_low,0
V194_clip_high,0
C5_clip_high,0
C6_clip_low,0
C7_clip_low,0
C8_clip_low,0
C8_clip_high,0
C9_clip_low,0
V70_clip_low,0
V71_isna,0
V71_clip_low,0
V63_clip_low,0
V64_isna,0
V64_clip_low,0
V65_isna,0
C10_clip_high,0
V195_isna,0
V195_clip_low,0
V195_clip_high,0
V196_isna,0
V196_clip_low,0
V196_clip_high,0
V196,0
V197_isna,0
V199_clip_high,0
V200_isna,0
V200_clip_low,0
V200_clip_high,0
V201_isna,0
V201_clip_low,0
V202_isna,0
V202_clip_low,0
V202_clip_high,0
V203_isna,0
V203_clip_low,0
V203_clip_high,0
V69_isna,0
V69_clip_low,0
V69_clip_high,0
V70_isna,0
V210_clip_low,0
V210_clip_high,0
V211_isna,0
V211_clip_low,0
V211_clip_high,0
V204_isna,0
V204_clip_low,0
V204_clip_high,0
V205_isna,0
V205_clip_low,0
V205_clip_high,0
V206_isna,0
V206_clip_low,0
V207_isna,0
V207_clip_low,0
V207_clip_high,0
V66_clip_low,0
V66_clip_high,0
V67_isna,0
V59_isna,0
V59_clip_low,0
V59_clip_high,0
V60_isna,0
V60_clip_low,0
V61_isna,0
V208_isna,0
V208_clip_low,0
V208_clip_high,0
V209_isna,0
V209_clip_low,0
V209_clip_high,0
V210_isna,0
V219_clip_high,0
V212_isna,0
V212_clip_low,0
V212_clip_high,0
V213_isna,0
V213_clip_low,0
V213_clip_high,0
V214_isna,0
V214_clip_low,0
V214_clip_high,0
V215_isna,0
V215_clip_low,0
V215_clip_high,0
V65_clip_high,0
V65,0
V66_isna,0
V63_isna,0
V58_isna,0
V58_clip_low,0
D2_clip_low,0
D2_clip_high,0
D3_clip_low,0
V224_clip_low,0
V216_isna,0
V216_clip_low,0
V216_clip_high,0
V217_isna,0
V217_clip_low,0
V217_clip_high,0
V218_clip_low,0
V218_clip_high,0
V219_clip_low,0
V226_clip_low,0
V226_clip_high,0
V227_clip_low,0
V228_isna,0
V228_clip_low,0
V220_clip_low,0
V221_clip_low,0
V221_clip_high,0
V222_clip_low,0
V222_clip_high,0
V223_isna,0
V223_clip_low,0
V224_isna,0
V61_clip_low,0
V62_isna,0
V62_clip_low,0
D4_clip_high,0
D5_clip_low,0
V54_isna,0
V54_clip_low,0
V54_clip_high,0
V55_isna,0
V55_clip_low,0
V56_clip_low,0
V57_clip_low,0
V49_clip_low,0
V232_isna,0
V232_clip_low,0
V225_isna,0
V225_clip_low,0
V225_clip_high,0
V226_isna,0
V51_clip_low,0
V52_isna,0
V52_clip_low,0
V52_clip_high,0
V53_clip_low,0
V228_clip_high,0
V229_isna,0
V229_clip_low,0
V229_clip_high,0
V230_isna,0
V230_clip_low,0
V230_clip_high,0
V231_isna,0
V231_clip_low,0
V231_clip_high,0
D4_clip_low,0
V240_isna,0
V240_clip_low,0
V233_isna,0
V233_clip_low,0
V233_clip_high,0
V234_isna,0
V234_clip_low,0
V234_clip_high,0
V235_isna,0
V235_clip_low,0
V235_clip_high,0
V236_isna,0
V236_clip_low,0
V50_isna,0
V50_clip_low,0
V51_isna,0
V242_clip_high,0
V243_isna,0
V243_clip_low,0
V243_clip_high,0
V244_isna,0
V244_clip_low,0
V236_clip_high,0
V237_isna,0
V237_clip_low,0
V237_clip_high,0
V238_isna,0
V238_clip_low,0
V238_clip_high,0
V239_isna,0
V239_clip_low,0
V239_clip_high,0
V246_clip_low,0
V246_clip_high,0
V247_isna,0
V247_clip_low,0
V247_clip_high,0
V247,0
V248_isna,0
V248_clip_low,0
V240_clip_high,0
V240,0
V241_isna,0
V241_clip_low,0
V241_clip_high,0
V241,0
V242_isna,0
V242_clip_low,0
D11_clip_low,0
D11_clip_high,0
D12_clip_low,0
D12_clip_high,0
D13_clip_low,0
D13_clip_high,0
V46_isna,0
V46_clip_high,0
V47_isna,0
V47_clip_low,0
V253_isna,0
V244_clip_high,0
V245_isna,0
V245_clip_low,0
V245_clip_high,0
V246_isna,0
V256_clip_low,0
V257_isna,0
V257_clip_low,0
V257_clip_high,0
V249_isna,0
V249_clip_low,0
V249_clip_high,0
V250_isna,0
V250_clip_low,0
V250_clip_high,0
V251_isna,0
V251_clip_low,0
V251_clip_high,0
V252_isna,0
V252_clip_low,0
V4_clip_low,0
V41_isna,0
V41_clip_low,0
V41_clip_high,0
V41,0
V42_isna,0
V42_clip_low,0
V43_isna,0
C5_clip_low,0
V253_clip_low,0
V253_clip_high,0
V254_isna,0
V254_clip_low,0
V255_isna,0
V255_clip_low,0
V255_clip_high,0
V256_isna,0
V262_clip_high,0
V263_isna,0
V263_clip_low,0
V263_clip_high,0
V258_isna,0
V258_clip_low,0
V258_clip_high,0
dist2_clip_low,0
dist2_clip_high,0
C1_clip_high,0
C3_clip_low,0
C3,0
C4_clip_low,0
V48_isna,0
V48_clip_low,0
V49_isna,0
V266_clip_low,0
V266_clip_high,0
V267_isna,0
V267_clip_low,0
V267_clip_high,0
V259_isna,0
V259_clip_low,0
V259_clip_high,0
V260_isna,0
V260_clip_low,0
V260_clip_high,0
V261_isna,0
V261_clip_low,0
V261_clip_high,0
V262_isna,0
V262_clip_low,0
V44_isna,0
V45_isna,0
V37_isna,0
V37_clip_low,0
V38_isna,0
V38_clip_low,0
V39_isna,0
V39_clip_low,0
V39_clip_high,0
V153,0
V264_isna,0
V264_clip_low,0
V265_isna,0
V265_clip_low,0
V265_clip_high,0
V266_isna,0
V33_clip_low,0
V33_clip_high,0
V34_isna,0
V34_clip_low,0
V34_clip_high,0
V35_clip_low,0
V268_isna,0
V268_clip_low,0
V268_clip_high,0
V269_isna,0
V269_clip_low,0
V270_isna,0
V270_clip_low,0
V271_isna,0
V271_clip_low,0
V43_clip_low,0
V279_isna,0
V279_clip_low,0
V272_isna,0
V272_clip_low,0
V272_clip_high,0
V273_isna,0
V273_clip_low,0
V273_clip_high,0
V274_isna,0
V274_clip_low,0
V274_clip_high,0
V275_isna,0
V275_clip_low,0
V275_clip_high,0
V40_clip_low,0
V33_isna,0
V30_clip_low,0
V31_isna,0
V31_clip_low,0
V31_clip_high,0
V32_isna,0
V32_clip_low,0
V284_clip_low,0
V276_isna,0
V276_clip_low,0
V276_clip_high,0
V277_isna,0
V277_clip_low,0
V277_clip_high,0
V278_isna,0
V278_clip_low,0
V278_clip_high,0
V288_isna,0
V288_clip_low,0
V280_isna,0
V280_clip_low,0
V280_clip_high,0
V281_isna,0
V281_clip_low,0
V282_isna,0
V282_clip_low,0
V283_clip_low,0
V284_isna,0
V36_clip_low,0
V28,0
V29_isna,0
V29_clip_low,0
V30_isna,0
V27_clip_low,0
V27_clip_high,0
V27,0
V28_isna,0
V28_clip_low,0
V28_clip_high,0
V21_isna,0
V292_isna,0
V292_clip_low,0
V285_isna,0
V285_clip_low,0
V286_isna,0
V286_clip_low,0
V287_isna,0
V287_clip_low,0
V287_clip_high,0
V296_isna,0
V296_clip_low,0
V289_isna,0
V289_clip_low,0
V290_isna,0
V290_clip_low,0
V290_clip_high,0
V291_isna,0
V291_clip_low,0
V291_clip_high,0
V25_isna,0
V25_clip_low,0
V26_isna,0
V26_clip_low,0
V26_clip_high,0
V27_isna,0
V297_clip_high,0
V298_isna,0
V298_clip_low,0
V298_clip_high,0
V299_isna,0
V299_clip_low,0
V299_clip_high,0
V300_isna,0
V300_clip_low,0
card2_clip_low,0
V293_isna,0
V293_clip_low,0
V294_isna,0
V294_clip_low,0
V295_isna,0
V295_clip_low,0
V21_clip_high,0
V22_isna,0
V22_clip_low,0
V22_clip_high,0
V23_isna,0
V23_clip_low,0
V24_isna,0
V24_clip_low,0
V16,0
V17_isna,0
V304_isna,0
V304_clip_low,0
V305_isna,0
V305_clip_low,0
V297_isna,0
V297_clip_low,0
V307_isna,0
V307_clip_low,0
V307_clip_high,0
V308_isna,0
V308_clip_low,0
V308_clip_high,0
V309_isna,0
V309_clip_low,0
V310_isna,0
V301_isna,0
V301_clip_low,0
V302_isna,0
V302_clip_low,0
V303_isna,0
V303_clip_low,0
V21_clip_low,0
V18_clip_low,0
V19_isna,0
V19_clip_low,0
V19_clip_high,0
V20_isna,0
V20_clip_low,0
V13_isna,0
V13_clip_low,0
V313_isna,0
V313_clip_low,0
V314_isna,0
V305_clip_high,0
V305,0
V306_isna,0
V306_clip_low,0
V306_clip_high,0
V15_clip_low,0
V15_clip_high,0
V16_isna,0
V16_clip_low,0
V9_isna,0
V9_clip_low,0
V310_clip_low,0
V310_clip_high,0
V311_isna,0
V311_clip_low,0
V312_isna,0
V312_clip_low,0
V312_clip_high,0
V17_clip_low,0
V17_clip_high,0
V18_isna,0
V11_clip_low,0
V12_clip_low,0
V5_isna,0
V5_clip_low,0
V5_clip_high,0
V6_isna,0
V6_clip_low,0
V314_clip_low,0
V314_clip_high,0
addr2_clip_high,0
addr2,0
dist1_clip_low,0
V14_isna,0
V14_clip_high,0
V14,0
V15_isna,0
V322_clip_low,0
V322_clip_high,0
V334_clip_high,0
V315_isna,0
V315_clip_low,0
V316_isna,0
V316_clip_low,0
V316_clip_high,0
V317_isna,0
V317_clip_low,0
V317_clip_high,0
V318_isna,0
V318_clip_low,0
V10_isna,0
V10_clip_low,0
V11_isna,0
V324_clip_high,0
V325_isna,0
V325_clip_low,0
V325_clip_high,0
V326_isna,0
V326_clip_low,0
V326_clip_high,0
V319_isna,0
V319_clip_low,0
V319_clip_high,0
V320_isna,0
V320_clip_low,0
V321_isna,0
V321_clip_low,0
V321_clip_high,0
V322_isna,0
V337_clip_high,0
V327_clip_low,0
V327_clip_high,0
V327,0
V328_isna,0
V328_clip_low,0
V328_clip_high,0
V328,0
V329_isna,0
V329_clip_low,0
V329_clip_high,0
V330_isna,0
V330_clip_low,0
V330_clip_high,0
V7_isna,0
V7_clip_low,0
V107_isna,0
V107_clip_low,0
V107_clip_high,0
V107,0
V108_isna,0
V108_clip_low,0
V100_clip_high,0
V101_isna,0
V101_clip_low,0
V335_clip_low,0
V335_clip_high,0
V336_isna,0
V336_clip_low,0
V336_clip_high,0
V337_isna,0
V337_clip_low,0
