feature,iv,useful
V247_isna,0.0,False
V246,0.0,False
V246_clip_high,0.0,False
V246_clip_low,0.0,False
V254_isna,0.0,False
V253,0.0,False
V253_clip_high,0.0,False
V253_clip_low,0.0,False
V253_isna,0.0,False
V252,0.0,False
V252_clip_high,0.0,False
V252_clip_low,0.0,False
V252_isna,0.0,False
V251_clip_high,0.0,False
V251_clip_low,0.0,False
V251_isna,0.0,False
V250_clip_high,0.0,False
V250_clip_low,0.0,False
V258_isna,0.0,False
V257,0.0,False
V257_clip_high,0.0,False
V257_clip_low,0.0,False
V257_isna,0.0,False
C8_clip_low,0.0,False
C7_clip_high,0.0,False
C7_clip_low,0.0,False
C6_clip_high,0.0,False
C6_clip_low,0.0,False
C5_clip_high,0.0,False
C5_clip_low,0.0,False
D1_isna,0.0,False
C14_clip_high,0.0,False
C14_clip_low,0.0,False
V256_clip_high,0.0,False
V256_clip_low,0.0,False
V256_isna,0.0,False
V255_clip_high,0.0,False
V255_clip_low,0.0,False
V255_isna,0.0,False
V254,0.0,False
V254_clip_high,0.0,False
V254_clip_low,0.0,False
V262_isna,0.0,False
V261_clip_high,0.0,False
V261_clip_low,0.0,False
V261_isna,0.0,False
V260_clip_high,0.0,False
V260_clip_low,0.0,False
V260_isna,0.0,False
V259_clip_high,0.0,False
V259_clip_low,0.0,False
V259_isna,0.0,False
V258,0.0,False
V258_clip_high,0.0,False
V258_clip_low,0.0,False
V266_isna,0.0,False
V265,0.0,False
V265_clip_high,0.0,False
V265_clip_low,0.0,False
V265_isna,0.0,False
V264,0.0,False
V264_clip_high,0.0,False
V264_clip_low,0.0,False
V264_isna,0.0,False
V263,0.0,False
V263_clip_high,0.0,False
V263_clip_low,0.0,False
V263_isna,0.0,False
V262_clip_high,0.0,False
V262_clip_low,0.0,False
V270_isna,0.0,False
V269,0.0,False
V269_clip_high,0.0,False
V269_clip_low,0.0,False
V269_isna,0.0,False
V268,0.0,False
V268_clip_high,0.0,False
V268_clip_low,0.0,False
V268_isna,0.0,False
V267,0.0,False
V267_clip_high,0.0,False
V267_clip_low,0.0,False
V267_isna,0.0,False
V266,0.0,False
V266_clip_high,0.0,False
V266_clip_low,0.0,False
V274_isna,0.0,False
V273,0.0,False
V273_clip_high,0.0,False
V273_clip_low,0.0,False
V273_isna,0.0,False
V272,0.0,False
V272_clip_high,0.0,False
V272_clip_low,0.0,False
V272_isna,0.0,False
V271,0.0,False
V271_clip_high,0.0,False
V271_clip_low,0.0,False
V271_isna,0.0,False
V270,0.0,False
V270_clip_high,0.0,False
V270_clip_low,0.0,False
V278_isna,0.0,False
V277,0.0,False
V277_clip_high,0.0,False
V277_clip_low,0.0,False
V277_isna,0.0,False
V276,0.0,False
V276_clip_high,0.0,False
V276_clip_low,0.0,False
V276_isna,0.0,False
V275,0.0,False
V275_clip_high,0.0,False
V275_clip_low,0.0,False
V275_isna,0.0,False
V274,0.0,False
V274_clip_high,0.0,False
V274_clip_low,0.0,False
V282_isna,0.0,False
V281,0.0,False
V281_clip_high,0.0,False
V281_clip_low,0.0,False
V281_isna,0.0,False
V280_clip_high,0.0,False
V280_clip_low,0.0,False
V280_isna,0.0,False
V279_clip_high,0.0,False
V279_clip_low,0.0,False
V279_isna,0.0,False
V278,0.0,False
V278_clip_high,0.0,False
V278_clip_low,0.0,False
V286_isna,0.0,False
TransactionAmt_clip_high,0.0,False
V285_clip_high,0.0,False
V285_clip_low,0.0,False
V285_isna,0.0,False
C2_clip_high,0.0,False
C2_clip_low,0.0,False
C1_clip_high,0.0,False
C1_clip_low,0.0,False
dist2_clip_high,0.0,False
dist2_clip_low,0.0,False
dist2_isna,0.0,False
C9_clip_high,0.0,False
C9_clip_low,0.0,False
C8_clip_high,0.0,False
V284,0.0,False
V284_clip_high,0.0,False
V284_clip_low,0.0,False
V284_isna,0.0,False
V283_clip_high,0.0,False
V283_clip_low,0.0,False
V283_isna,0.0,False
V282_clip_high,0.0,False
V282_clip_low,0.0,False
V290_isna,0.0,False
V289_clip_high,0.0,False
V289_clip_low,0.0,False
V289_isna,0.0,False
V334_isna,0.0,False
V288_clip_high,0.0,False
V288_clip_low,0.0,False
V288_isna,0.0,False
V287_clip_high,0.0,False
V287_clip_low,0.0,False
V287_isna,0.0,False
V286,0.0,False
V286_clip_high,0.0,False
V286_clip_low,0.0,False
V294_isna,0.0,False
V293,0.0,False
V293_clip_high,0.0,False
V293_clip_low,0.0,False
V293_isna,0.0,False
V292_clip_high,0.0,False
V292_clip_low,0.0,False
V292_isna,0.0,False
V291_clip_high,0.0,False
V291_clip_low,0.0,False
V291_isna,0.0,False
V290,0.0,False
V290_clip_high,0.0,False
V290_clip_low,0.0,False
V298_isna,0.0,False
V297,0.0,False
V297_clip_high,0.0,False
V297_clip_low,0.0,False
V297_isna,0.0,False
V296,0.0,False
V296_clip_high,0.0,False
V296_clip_low,0.0,False
V296_isna,0.0,False
V295,0.0,False
V295_clip_high,0.0,False
V295_clip_low,0.0,False
V295_isna,0.0,False
V294_clip_high,0.0,False
V294_clip_low,0.0,False
V302_isna,0.0,False
V301,0.0,False
V301_clip_high,0.0,False
V301_clip_low,0.0,False
V301_isna,0.0,False
V300,0.0,False
V300_clip_high,0.0,False
V300_clip_low,0.0,False
V300_isna,0.0,False
V299,0.0,False
V299_clip_high,0.0,False
V299_clip_low,0.0,False
V299_isna,0.0,False
V298,0.0,False
V298_clip_high,0.0,False
V298_clip_low,0.0,False
V306_isna,0.0,False
V305,0.0,False
V305_clip_high,0.0,False
V305_clip_low,0.0,False
V305_isna,0.0,False
V304_clip_high,0.0,False
V304_clip_low,0.0,False
V304_isna,0.0,False
V303_clip_high,0.0,False
V303_clip_low,0.0,False
V303_isna,0.0,False
V302,0.0,False
V302_clip_high,0.0,False
V302_clip_low,0.0,False
V310_isna,0.0,False
V309,0.0,False
V309_clip_high,0.0,False
V309_clip_low,0.0,False
V309_isna,0.0,False
V308_clip_high,0.0,False
V308_clip_low,0.0,False
V308_isna,0.0,False
V307_clip_high,0.0,False
V307_clip_low,0.0,False
V307_isna,0.0,False
V306_clip_high,0.0,False
V306_clip_low,0.0,False
V314_isna,0.0,False
V313_clip_high,0.0,False
V313_clip_low,0.0,False
V313_isna,0.0,False
V312_clip_high,0.0,False
V312_clip_low,0.0,False
V312_isna,0.0,False
V311,0.0,False
V311_clip_high,0.0,False
V311_clip_low,0.0,False
V311_isna,0.0,False
V335_clip_high,0.0,False
V310_clip_high,0.0,False
V310_clip_low,0.0,False
V318_isna,0.0,False
V317_clip_high,0.0,False
V317_clip_low,0.0,False
V317_isna,0.0,False
addr2_clip_low,0.0,False
addr2_isna,0.0,False
addr1_clip_high,0.0,False
addr1_clip_low,0.0,False
addr1_isna,0.0,False
card5_clip_high,0.0,False
card5_clip_low,0.0,False
card5_isna,0.0,False
card3_clip_low,0.0,False
C4_clip_high,0.0,False
C4_clip_low,0.0,False
C3,0.0,False
C3_clip_high,0.0,False
C3_clip_low,0.0,False
V316,0.0,False
V316_clip_high,0.0,False
V316_clip_low,0.0,False
V316_isna,0.0,False
V315_clip_high,0.0,False
V315_clip_low,0.0,False
V315_isna,0.0,False
V314_clip_high,0.0,False
V314_clip_low,0.0,False
V322_isna,0.0,False
V321,0.0,False
V321_clip_high,0.0,False
V321_clip_low,0.0,False
V321_isna,0.0,False
V320,0.0,False
V320_clip_high,0.0,False
V320_clip_low,0.0,False
V320_isna,0.0,False
V319,0.0,False
V319_clip_high,0.0,False
V319_clip_low,0.0,False
V319_isna,0.0,False
V318,0.0,False
V318_clip_high,0.0,False
V318_clip_low,0.0,False
V326_isna,0.0,False
V325,0.0,False
V325_clip_high,0.0,False
V325_clip_low,0.0,False
V325_isna,0.0,False
V324,0.0,False
V324_clip_high,0.0,False
V324_clip_low,0.0,False
V324_isna,0.0,False
V323,0.0,False
V323_clip_high,0.0,False
V323_clip_low,0.0,False
V323_isna,0.0,False
V322,0.0,False
V322_clip_high,0.0,False
V322_clip_low,0.0,False
V330_isna,0.0,False
V329,0.0,False
V329_clip_high,0.0,False
V329_clip_low,0.0,False
V329_isna,0.0,False
V328,0.0,False
V328_clip_high,0.0,False
V328_clip_low,0.0,False
V328_isna,0.0,False
V327,0.0,False
V327_clip_high,0.0,False
V327_clip_low,0.0,False
V327_isna,0.0,False
V326,0.0,False
V326_clip_high,0.0,False
V326_clip_low,0.0,False
card3_isna,0.0,False
V337,0.0,False
V337_clip_high,0.0,False
V337_clip_low,0.0,False
V337_isna,0.0,False
TransactionDT_clip_high,0.0,False
is_midnight_flag,0.0,False
V333,0.0,False
V338_isna,0.0,False
V339,0.0,False
V339_clip_high,0.0,False
V339_clip_low,0.0,False
V339_isna,0.0,False
V338,0.0,False
V338_clip_high,0.0,False
V338_clip_low,0.0,False
card1_clip_low,0.0,False
card1_clip_high,0.0,False
card2_isna,0.0,False
card2_clip_low,0.0,False
card2_clip_high,0.0,False
dist1_clip_high,0.0,False
dist1_clip_low,0.0,False
dist1_isna,0.0,False
addr2,0.0,False
addr2_clip_high,0.0,False
V336,0.0,False
V336_clip_high,0.0,False
V336_clip_low,0.0,False
V336_isna,0.0,False
V335,0.0,False
TransactionAmt_clip_low,0.0,False
