feature,importance
card1_TransactionAmt_mean,3656
card1+addr1_TransactionAmt_mean,3449
card1_dist2_mean,3207
P_emaildomain_dist1_mean,2467
P_emaildomain_dist2_mean,2353
card1+addr1_dist2_mean,2332
addr1,1874
card1,1821
card1_target_enc,1764
addr1_target_enc,1704
card2,1628
P_emaildomain_dist2_sum,1334
P_emaildomain_TransactionAmt_sum,948
card5,731
P_emaildomain_dist1_sum,716
P_emaildomain_TransactionAmt_count,693
P_emaildomain_dist2_count,172
card3,124
P_emaildomain_dist1_count,27
