feature,iv,useful
V219_clip_high,0.0,False
V219,0.0,False
V220_isna,0.0,False
V220_clip_low,0.0,False
V220_clip_high,0.0,False
V220,0.0,False
V221_isna,0.0,False
V221_clip_low,0.0,False
V221_clip_high,0.0,False
V222_isna,0.0,False
V222_clip_low,0.0,False
V222_clip_high,0.0,False
V223_isna,0.0,False
V223_clip_low,0.0,False
V223_clip_high,0.0,False
V223,0.0,False
V224_isna,0.0,False
V224_clip_low,0.0,False
V224_clip_high,0.0,False
V224,0.0,False
V225_isna,0.0,False
V225_clip_low,0.0,False
V225_clip_high,0.0,False
V225,0.0,False
V226_isna,0.0,False
V226_clip_low,0.0,False
V226_clip_high,0.0,False
V226,0.0,False
V227_isna,0.0,False
V227_clip_low,0.0,False
V227_clip_high,0.0,False
V227,0.0,False
V228_isna,0.0,False
V228_clip_low,0.0,False
V228_clip_high,0.0,False
V228,0.0,False
V229_isna,0.0,False
V229_clip_low,0.0,False
V229_clip_high,0.0,False
V229,0.0,False
V230_isna,0.0,False
V230_clip_low,0.0,False
V230_clip_high,0.0,False
V230,0.0,False
V231_isna,0.0,False
V231_clip_low,0.0,False
V231_clip_high,0.0,False
V231,0.0,False
V232_isna,0.0,False
V232_clip_low,0.0,False
V232_clip_high,0.0,False
V232,0.0,False
V233_isna,0.0,False
V233_clip_low,0.0,False
V233_clip_high,0.0,False
V233,0.0,False
V234_isna,0.0,False
V234_clip_low,0.0,False
V234_clip_high,0.0,False
V234,0.0,False
V235_isna,0.0,False
V235_clip_low,0.0,False
V235_clip_high,0.0,False
V235,0.0,False
V236_isna,0.0,False
V236_clip_low,0.0,False
V236_clip_high,0.0,False
V236,0.0,False
V237_isna,0.0,False
V237_clip_low,0.0,False
V237_clip_high,0.0,False
V237,0.0,False
V238_isna,0.0,False
V238_clip_low,0.0,False
V238_clip_high,0.0,False
V238,0.0,False
V239_isna,0.0,False
V239_clip_low,0.0,False
V239_clip_high,0.0,False
V239,0.0,False
V240_isna,0.0,False
V240_clip_low,0.0,False
V240_clip_high,0.0,False
V240,0.0,False
V241_isna,0.0,False
V241_clip_low,0.0,False
V241_clip_high,0.0,False
V241,0.0,False
V242_isna,0.0,False
V242_clip_low,0.0,False
V242_clip_high,0.0,False
V242,0.0,False
V243_isna,0.0,False
V243_clip_low,0.0,False
V243_clip_high,0.0,False
V243,0.0,False
V244_isna,0.0,False
V244_clip_low,0.0,False
V244_clip_high,0.0,False
V244,0.0,False
V245_isna,0.0,False
V245_clip_low,0.0,False
V245_clip_high,0.0,False
V246_isna,0.0,False
V246_clip_low,0.0,False
V246_clip_high,0.0,False
V246,0.0,False
V247_isna,0.0,False
V247_clip_low,0.0,False
V247_clip_high,0.0,False
V247,0.0,False
V248_isna,0.0,False
V248_clip_low,0.0,False
V248_clip_high,0.0,False
V248,0.0,False
V249_isna,0.0,False
V249_clip_low,0.0,False
V249_clip_high,0.0,False
V249,0.0,False
V250_isna,0.0,False
V250_clip_low,0.0,False
V250_clip_high,0.0,False
V251_isna,0.0,False
V251_clip_low,0.0,False
V251_clip_high,0.0,False
V252_isna,0.0,False
V252_clip_low,0.0,False
V252_clip_high,0.0,False
V252,0.0,False
V253_isna,0.0,False
V253_clip_low,0.0,False
V253_clip_high,0.0,False
V253,0.0,False
V254_isna,0.0,False
V254_clip_low,0.0,False
V254_clip_high,0.0,False
V254,0.0,False
V255_isna,0.0,False
V255_clip_low,0.0,False
V255_clip_high,0.0,False
V256_isna,0.0,False
V256_clip_low,0.0,False
V256_clip_high,0.0,False
V257_isna,0.0,False
V257_clip_low,0.0,False
V257_clip_high,0.0,False
V257,0.0,False
V258_isna,0.0,False
V258_clip_low,0.0,False
V258_clip_high,0.0,False
V258,0.0,False
V259_isna,0.0,False
V259_clip_low,0.0,False
V259_clip_high,0.0,False
V260_isna,0.0,False
V260_clip_low,0.0,False
V260_clip_high,0.0,False
V261_isna,0.0,False
V261_clip_low,0.0,False
V261_clip_high,0.0,False
V262_isna,0.0,False
V262_clip_low,0.0,False
V262_clip_high,0.0,False
V263_isna,0.0,False
V263_clip_low,0.0,False
V263_clip_high,0.0,False
V263,0.0,False
V264_isna,0.0,False
V264_clip_low,0.0,False
V264_clip_high,0.0,False
V264,0.0,False
V265_isna,0.0,False
V265_clip_low,0.0,False
V265_clip_high,0.0,False
V265,0.0,False
V266_isna,0.0,False
V266_clip_low,0.0,False
V266_clip_high,0.0,False
V266,0.0,False
V267_isna,0.0,False
V267_clip_low,0.0,False
V267_clip_high,0.0,False
V267,0.0,False
V268_isna,0.0,False
V268_clip_low,0.0,False
V268_clip_high,0.0,False
V268,0.0,False
V269_isna,0.0,False
V269_clip_low,0.0,False
V269_clip_high,0.0,False
V269,0.0,False
V270_isna,0.0,False
V270_clip_low,0.0,False
V270_clip_high,0.0,False
V270,0.0,False
V271_isna,0.0,False
V271_clip_low,0.0,False
V271_clip_high,0.0,False
V271,0.0,False
V272_isna,0.0,False
V272_clip_low,0.0,False
V272_clip_high,0.0,False
V272,0.0,False
V273_isna,0.0,False
V273_clip_low,0.0,False
V273_clip_high,0.0,False
V273,0.0,False
V274_isna,0.0,False
V274_clip_low,0.0,False
V274_clip_high,0.0,False
V274,0.0,False
V275_isna,0.0,False
V275_clip_low,0.0,False
V275_clip_high,0.0,False
V275,0.0,False
V276_isna,0.0,False
V276_clip_low,0.0,False
V276_clip_high,0.0,False
V276,0.0,False
V277_isna,0.0,False
V277_clip_low,0.0,False
V277_clip_high,0.0,False
V277,0.0,False
V278_isna,0.0,False
V278_clip_low,0.0,False
V278_clip_high,0.0,False
V278,0.0,False
V279_isna,0.0,False
V279_clip_low,0.0,False
V279_clip_high,0.0,False
V280_isna,0.0,False
V280_clip_low,0.0,False
V280_clip_high,0.0,False
V281_isna,0.0,False
V281_clip_low,0.0,False
V281_clip_high,0.0,False
V281,0.0,False
V282_isna,0.0,False
V282_clip_low,0.0,False
V282_clip_high,0.0,False
V283_isna,0.0,False
V283_clip_low,0.0,False
V283_clip_high,0.0,False
V284_isna,0.0,False
V284_clip_low,0.0,False
V284_clip_high,0.0,False
V284,0.0,False
V285_isna,0.0,False
V285_clip_low,0.0,False
V285_clip_high,0.0,False
V286_isna,0.0,False
V286_clip_low,0.0,False
V286_clip_high,0.0,False
V286,0.0,False
V287_isna,0.0,False
V287_clip_low,0.0,False
V287_clip_high,0.0,False
V288_isna,0.0,False
V288_clip_low,0.0,False
V288_clip_high,0.0,False
V289_isna,0.0,False
V289_clip_low,0.0,False
V289_clip_high,0.0,False
V290_isna,0.0,False
V290_clip_low,0.0,False
V290_clip_high,0.0,False
V290,0.0,False
V291_isna,0.0,False
V291_clip_low,0.0,False
V291_clip_high,0.0,False
V292_isna,0.0,False
V292_clip_low,0.0,False
V292_clip_high,0.0,False
V293_isna,0.0,False
V293_clip_low,0.0,False
V293_clip_high,0.0,False
V293,0.0,False
V294_isna,0.0,False
V294_clip_low,0.0,False
V294_clip_high,0.0,False
V295_isna,0.0,False
V295_clip_low,0.0,False
V295_clip_high,0.0,False
V295,0.0,False
V296_isna,0.0,False
V296_clip_low,0.0,False
V296_clip_high,0.0,False
V296,0.0,False
V297_isna,0.0,False
V297_clip_low,0.0,False
V297_clip_high,0.0,False
V297,0.0,False
V298_isna,0.0,False
V298_clip_low,0.0,False
V298_clip_high,0.0,False
V298,0.0,False
V299_isna,0.0,False
V299_clip_low,0.0,False
V299_clip_high,0.0,False
V299,0.0,False
V300_isna,0.0,False
V300_clip_low,0.0,False
V300_clip_high,0.0,False
V300,0.0,False
V301_isna,0.0,False
V301_clip_low,0.0,False
V301_clip_high,0.0,False
V301,0.0,False
V302_isna,0.0,False
V302_clip_low,0.0,False
V302_clip_high,0.0,False
V302,0.0,False
V303_isna,0.0,False
V303_clip_low,0.0,False
V303_clip_high,0.0,False
V304_isna,0.0,False
V304_clip_low,0.0,False
V304_clip_high,0.0,False
V305_isna,0.0,False
V305_clip_low,0.0,False
V305_clip_high,0.0,False
V305,0.0,False
V306_isna,0.0,False
V306_clip_low,0.0,False
V306_clip_high,0.0,False
V307_isna,0.0,False
V307_clip_low,0.0,False
V307_clip_high,0.0,False
V308_isna,0.0,False
V308_clip_low,0.0,False
V308_clip_high,0.0,False
V309_isna,0.0,False
V309_clip_low,0.0,False
V309_clip_high,0.0,False
V309,0.0,False
V310_isna,0.0,False
V310_clip_low,0.0,False
V310_clip_high,0.0,False
V311_isna,0.0,False
V311_clip_low,0.0,False
V311_clip_high,0.0,False
V311,0.0,False
V312_isna,0.0,False
V312_clip_low,0.0,False
V312_clip_high,0.0,False
V313_isna,0.0,False
V313_clip_low,0.0,False
V313_clip_high,0.0,False
V314_isna,0.0,False
V314_clip_low,0.0,False
V314_clip_high,0.0,False
V315_isna,0.0,False
V315_clip_low,0.0,False
V315_clip_high,0.0,False
V316_isna,0.0,False
V316_clip_low,0.0,False
V316_clip_high,0.0,False
V316,0.0,False
V317_isna,0.0,False
V317_clip_low,0.0,False
V317_clip_high,0.0,False
V318_isna,0.0,False
V318_clip_low,0.0,False
V318_clip_high,0.0,False
V318,0.0,False
V319_isna,0.0,False
V319_clip_low,0.0,False
V319_clip_high,0.0,False
V319,0.0,False
V320_isna,0.0,False
V320_clip_low,0.0,False
V320_clip_high,0.0,False
V320,0.0,False
V321_isna,0.0,False
V321_clip_low,0.0,False
V321_clip_high,0.0,False
V321,0.0,False
V322_isna,0.0,False
V322_clip_low,0.0,False
V322_clip_high,0.0,False
V322,0.0,False
V323_isna,0.0,False
V323_clip_low,0.0,False
V323_clip_high,0.0,False
V323,0.0,False
V324_isna,0.0,False
V324_clip_low,0.0,False
V324_clip_high,0.0,False
V324,0.0,False
V325_isna,0.0,False
V325_clip_low,0.0,False
V325_clip_high,0.0,False
V325,0.0,False
V326_isna,0.0,False
V326_clip_low,0.0,False
V326_clip_high,0.0,False
V326,0.0,False
V327_isna,0.0,False
V327_clip_low,0.0,False
V327_clip_high,0.0,False
V327,0.0,False
V328_isna,0.0,False
V328_clip_low,0.0,False
V328_clip_high,0.0,False
V328,0.0,False
V329_isna,0.0,False
V329_clip_low,0.0,False
V329_clip_high,0.0,False
V329,0.0,False
V330_isna,0.0,False
V330_clip_low,0.0,False
V330_clip_high,0.0,False
V330,0.0,False
V331_isna,0.0,False
V331_clip_low,0.0,False
V331_clip_high,0.0,False
V331,0.0,False
V332_isna,0.0,False
V332_clip_low,0.0,False
V332_clip_high,0.0,False
V332,0.0,False
V333_isna,0.0,False
V333_clip_low,0.0,False
V333_clip_high,0.0,False
V333,0.0,False
V334_isna,0.0,False
V334_clip_low,0.0,False
V334_clip_high,0.0,False
V334,0.0,False
V335_isna,0.0,False
V335_clip_low,0.0,False
V335_clip_high,0.0,False
V335,0.0,False
V336_isna,0.0,False
V336_clip_low,0.0,False
V336_clip_high,0.0,False
V336,0.0,False
V337_isna,0.0,False
V337_clip_low,0.0,False
V337_clip_high,0.0,False
V337,0.0,False
V338_isna,0.0,False
V338_clip_low,0.0,False
V338_clip_high,0.0,False
V338,0.0,False
V339_isna,0.0,False
V339_clip_low,0.0,False
V339_clip_high,0.0,False
V339,0.0,False
is_midnight_flag,0.0,False
is_integer_amount,0.0,False
is_first_trx,0.0,False
device_os_android,0.0,False
device_os_ios,0.0,False
device_os_windows,0.0,False
device_os_macos,0.0,False
device_os_unknown,0.0,False
device_type_mobile,0.0,False
device_type_desktop,0.0,False
dev_multi_os_hit,0.0,False
id30_missing_but_devinfo_ok,0.0,False
dev_os_devinfo_mismatch,0.0,False
dev_os_devicetype_conflict,0.0,False
browser_chrome,0.0,False
browser_safari,0.0,False
browser_samsung,0.0,False
browser_firefox,0.0,False
browser_edge,0.0,False
browser_unknown,0.0,False
dev_browser_os_mismatch,0.0,False
os_is_very_old,0.0,False
devinfo_str_len,0.0,False
devinfo_has_build_tag,0.0,False
devinfo_has_samsung,0.0,False
devinfo_has_iphone,0.0,False
device_info_missing,0.0,False
email_domain_missing,0.0,False
is_disposable_email,0.0,False
is_trusted_email_domain,0.0,False
is_unknown_email_domain,0.0,False
card2_missing_flag,0.0,False
card3_missing_flag,0.0,False
card5_missing_flag,0.0,False
addr1_missing_flag,0.0,False
addr2_missing_flag,0.0,False
ProductCD_missing_flag,0.0,False
card4_missing_flag,0.0,False
card6_missing_flag,0.0,False
P_emaildomain_missing_flag,0.0,False
R_emaildomain_missing_flag,0.0,False
M1_missing_flag,0.0,False
M2_missing_flag,0.0,False
M3_missing_flag,0.0,False
M4_missing_flag,0.0,False
M5_missing_flag,0.0,False
M6_missing_flag,0.0,False
M7_missing_flag,0.0,False
M8_missing_flag,0.0,False
M9_missing_flag,0.0,False
id_01_missing_flag,0.0,False
id_02_missing_flag,0.0,False
id_03_missing_flag,0.0,False
id_04_missing_flag,0.0,False
id_05_missing_flag,0.0,False
id_06_missing_flag,0.0,False
id_07_missing_flag,0.0,False
id_08_missing_flag,0.0,False
id_09_missing_flag,0.0,False
id_10_missing_flag,0.0,False
id_11_missing_flag,0.0,False
id_12_missing_flag,0.0,False
id_13_missing_flag,0.0,False
id_14_missing_flag,0.0,False
id_15_missing_flag,0.0,False
id_16_missing_flag,0.0,False
id_17_missing_flag,0.0,False
id_18_missing_flag,0.0,False
id_19_missing_flag,0.0,False
id_20_missing_flag,0.0,False
id_21_missing_flag,0.0,False
id_22_missing_flag,0.0,False
id_23_missing_flag,0.0,False
id_24_missing_flag,0.0,False
id_25_missing_flag,0.0,False
id_26_missing_flag,0.0,False
id_27_missing_flag,0.0,False
id_28_missing_flag,0.0,False
id_29_missing_flag,0.0,False
id_30_missing_flag,0.0,False
id_31_missing_flag,0.0,False
id_32_missing_flag,0.0,False
id_33_missing_flag,0.0,False
id_34_missing_flag,0.0,False
id_35_missing_flag,0.0,False
id_36_missing_flag,0.0,False
id_37_missing_flag,0.0,False
id_38_missing_flag,0.0,False
DeviceType_missing_flag,0.0,False
DeviceInfo_missing_flag,0.0,False
TransactionDT_clip_low_missing_flag,0.0,False
TransactionDT_clip_high_missing_flag,0.0,False
TransactionDT_missing_flag,0.0,False
TransactionAmt_clip_low_missing_flag,0.0,False
TransactionAmt_clip_high_missing_flag,0.0,False
TransactionAmt_missing_flag,0.0,False
card1_clip_low_missing_flag,0.0,False
card1_clip_high_missing_flag,0.0,False
card1_missing_flag,0.0,False
card2_isna_missing_flag,0.0,False
card2_clip_low_missing_flag,0.0,False
card2_clip_high_missing_flag,0.0,False
card3_isna_missing_flag,0.0,False
card3_clip_low_missing_flag,0.0,False
card3_clip_high_missing_flag,0.0,False
card5_isna_missing_flag,0.0,False
card5_clip_low_missing_flag,0.0,False
card5_clip_high_missing_flag,0.0,False
addr1_isna_missing_flag,0.0,False
addr1_clip_low_missing_flag,0.0,False
addr1_clip_high_missing_flag,0.0,False
addr2_isna_missing_flag,0.0,False
addr2_clip_low_missing_flag,0.0,False
addr2_clip_high_missing_flag,0.0,False
dist1_isna_missing_flag,0.0,False
dist1_clip_low_missing_flag,0.0,False
dist1_clip_high_missing_flag,0.0,False
dist1_missing_flag,0.0,False
dist2_isna_missing_flag,0.0,False
dist2_clip_low_missing_flag,0.0,False
dist2_clip_high_missing_flag,0.0,False
dist2_missing_flag,0.0,False
C1_clip_low_missing_flag,0.0,False
C1_clip_high_missing_flag,0.0,False
C1_missing_flag,0.0,False
C2_clip_low_missing_flag,0.0,False
C2_clip_high_missing_flag,0.0,False
C2_missing_flag,0.0,False
C3_clip_low_missing_flag,0.0,False
C3_clip_high_missing_flag,0.0,False
C3_missing_flag,0.0,False
C4_clip_low_missing_flag,0.0,False
C4_clip_high_missing_flag,0.0,False
C4_missing_flag,0.0,False
C5_clip_low_missing_flag,0.0,False
C5_clip_high_missing_flag,0.0,False
C5_missing_flag,0.0,False
C6_clip_low_missing_flag,0.0,False
C6_clip_high_missing_flag,0.0,False
C6_missing_flag,0.0,False
C7_clip_low_missing_flag,0.0,False
C7_clip_high_missing_flag,0.0,False
C7_missing_flag,0.0,False
C8_clip_low_missing_flag,0.0,False
C8_clip_high_missing_flag,0.0,False
C8_missing_flag,0.0,False
C9_clip_low_missing_flag,0.0,False
C9_clip_high_missing_flag,0.0,False
C9_missing_flag,0.0,False
C10_clip_low_missing_flag,0.0,False
C10_clip_high_missing_flag,0.0,False
C10_missing_flag,0.0,False
C11_clip_low_missing_flag,0.0,False
C11_clip_high_missing_flag,0.0,False
C11_missing_flag,0.0,False
C12_clip_low_missing_flag,0.0,False
C12_clip_high_missing_flag,0.0,False
C12_missing_flag,0.0,False
C13_clip_low_missing_flag,0.0,False
C13_clip_high_missing_flag,0.0,False
C13_missing_flag,0.0,False
C14_clip_low_missing_flag,0.0,False
C14_clip_high_missing_flag,0.0,False
C14_missing_flag,0.0,False
D1_isna_missing_flag,0.0,False
D1_clip_low_missing_flag,0.0,False
D1_clip_high_missing_flag,0.0,False
D1_missing_flag,0.0,False
D2_isna_missing_flag,0.0,False
D2_clip_low_missing_flag,0.0,False
D2_clip_high_missing_flag,0.0,False
D2_missing_flag,0.0,False
D3_isna_missing_flag,0.0,False
D3_clip_low_missing_flag,0.0,False
D3_clip_high_missing_flag,0.0,False
D3_missing_flag,0.0,False
D4_isna_missing_flag,0.0,False
D4_clip_low_missing_flag,0.0,False
D4_clip_high_missing_flag,0.0,False
D4_missing_flag,0.0,False
D5_isna_missing_flag,0.0,False
D5_clip_low_missing_flag,0.0,False
D5_clip_high_missing_flag,0.0,False
D5_missing_flag,0.0,False
D6_isna_missing_flag,0.0,False
D6_clip_low_missing_flag,0.0,False
D6_clip_high_missing_flag,0.0,False
D6_missing_flag,0.0,False
D7_isna_missing_flag,0.0,False
D7_clip_low_missing_flag,0.0,False
D7_clip_high_missing_flag,0.0,False
D7_missing_flag,0.0,False
D8_isna_missing_flag,0.0,False
D8_clip_low_missing_flag,0.0,False
D8_clip_high_missing_flag,0.0,False
D8_missing_flag,0.0,False
D9_isna_missing_flag,0.0,False
D9_clip_low_missing_flag,0.0,False
D9_clip_high_missing_flag,0.0,False
D9_missing_flag,0.0,False
D10_isna_missing_flag,0.0,False
D10_clip_low_missing_flag,0.0,False
D10_clip_high_missing_flag,0.0,False
D10_missing_flag,0.0,False
D11_isna_missing_flag,0.0,False
D11_clip_low_missing_flag,0.0,False
D11_clip_high_missing_flag,0.0,False
D11_missing_flag,0.0,False
D12_isna_missing_flag,0.0,False
D12_clip_low_missing_flag,0.0,False
D12_clip_high_missing_flag,0.0,False
D12_missing_flag,0.0,False
D13_isna_missing_flag,0.0,False
D13_clip_low_missing_flag,0.0,False
D13_clip_high_missing_flag,0.0,False
D13_missing_flag,0.0,False
D14_isna_missing_flag,0.0,False
D14_clip_low_missing_flag,0.0,False
D14_clip_high_missing_flag,0.0,False
D14_missing_flag,0.0,False
D15_isna_missing_flag,0.0,False
D15_clip_low_missing_flag,0.0,False
D15_clip_high_missing_flag,0.0,False
D15_missing_flag,0.0,False
V1_isna_missing_flag,0.0,False
V1_clip_low_missing_flag,0.0,False
V1_clip_high_missing_flag,0.0,False
V1_missing_flag,0.0,False
V2_isna_missing_flag,0.0,False
V2_clip_low_missing_flag,0.0,False
V2_clip_high_missing_flag,0.0,False
V2_missing_flag,0.0,False
V3_isna_missing_flag,0.0,False
V3_clip_low_missing_flag,0.0,False
V3_clip_high_missing_flag,0.0,False
V3_missing_flag,0.0,False
V4_isna_missing_flag,0.0,False
V4_clip_low_missing_flag,0.0,False
V4_clip_high_missing_flag,0.0,False
V4_missing_flag,0.0,False
V5_isna_missing_flag,0.0,False
V5_clip_low_missing_flag,0.0,False
V5_clip_high_missing_flag,0.0,False
V5_missing_flag,0.0,False
V6_isna_missing_flag,0.0,False
V6_clip_low_missing_flag,0.0,False
V6_clip_high_missing_flag,0.0,False
V6_missing_flag,0.0,False
V7_isna_missing_flag,0.0,False
V7_clip_low_missing_flag,0.0,False
V7_clip_high_missing_flag,0.0,False
V7_missing_flag,0.0,False
V8_isna_missing_flag,0.0,False
V8_clip_low_missing_flag,0.0,False
V8_clip_high_missing_flag,0.0,False
V8_missing_flag,0.0,False
V9_isna_missing_flag,0.0,False
V9_clip_low_missing_flag,0.0,False
V9_clip_high_missing_flag,0.0,False
V9_missing_flag,0.0,False
V10_isna_missing_flag,0.0,False
V10_clip_low_missing_flag,0.0,False
V10_clip_high_missing_flag,0.0,False
V10_missing_flag,0.0,False
V11_isna_missing_flag,0.0,False
V11_clip_low_missing_flag,0.0,False
V11_clip_high_missing_flag,0.0,False
V11_missing_flag,0.0,False
V12_isna_missing_flag,0.0,False
V12_clip_low_missing_flag,0.0,False
V12_clip_high_missing_flag,0.0,False
V12_missing_flag,0.0,False
V13_isna_missing_flag,0.0,False
V13_clip_low_missing_flag,0.0,False
V13_clip_high_missing_flag,0.0,False
V13_missing_flag,0.0,False
V14_isna_missing_flag,0.0,False
V14_clip_low_missing_flag,0.0,False
V14_clip_high_missing_flag,0.0,False
V14_missing_flag,0.0,False
V15_isna_missing_flag,0.0,False
V15_clip_low_missing_flag,0.0,False
V15_clip_high_missing_flag,0.0,False
V15_missing_flag,0.0,False
V16_isna_missing_flag,0.0,False
V16_clip_low_missing_flag,0.0,False
V16_clip_high_missing_flag,0.0,False
V16_missing_flag,0.0,False
V17_isna_missing_flag,0.0,False
V17_clip_low_missing_flag,0.0,False
V17_clip_high_missing_flag,0.0,False
V17_missing_flag,0.0,False
V18_isna_missing_flag,0.0,False
V18_clip_low_missing_flag,0.0,False
V18_clip_high_missing_flag,0.0,False
V18_missing_flag,0.0,False
V19_isna_missing_flag,0.0,False
V19_clip_low_missing_flag,0.0,False
V19_clip_high_missing_flag,0.0,False
V19_missing_flag,0.0,False
V20_isna_missing_flag,0.0,False
V20_clip_low_missing_flag,0.0,False
V20_clip_high_missing_flag,0.0,False
V20_missing_flag,0.0,False
V21_isna_missing_flag,0.0,False
V21_clip_low_missing_flag,0.0,False
V21_clip_high_missing_flag,0.0,False
V21_missing_flag,0.0,False
V22_isna_missing_flag,0.0,False
V22_clip_low_missing_flag,0.0,False
V22_clip_high_missing_flag,0.0,False
V22_missing_flag,0.0,False
V23_isna_missing_flag,0.0,False
V23_clip_low_missing_flag,0.0,False
V23_clip_high_missing_flag,0.0,False
V23_missing_flag,0.0,False
V24_isna_missing_flag,0.0,False
V24_clip_low_missing_flag,0.0,False
V24_clip_high_missing_flag,0.0,False
V24_missing_flag,0.0,False
V25_isna_missing_flag,0.0,False
V25_clip_low_missing_flag,0.0,False
V25_clip_high_missing_flag,0.0,False
V25_missing_flag,0.0,False
V26_isna_missing_flag,0.0,False
V26_clip_low_missing_flag,0.0,False
V26_clip_high_missing_flag,0.0,False
V26_missing_flag,0.0,False
V27_isna_missing_flag,0.0,False
V27_clip_low_missing_flag,0.0,False
V27_clip_high_missing_flag,0.0,False
V27_missing_flag,0.0,False
V28_isna_missing_flag,0.0,False
V28_clip_low_missing_flag,0.0,False
V28_clip_high_missing_flag,0.0,False
V28_missing_flag,0.0,False
V29_isna_missing_flag,0.0,False
V29_clip_low_missing_flag,0.0,False
V29_clip_high_missing_flag,0.0,False
V29_missing_flag,0.0,False
V30_isna_missing_flag,0.0,False
V30_clip_low_missing_flag,0.0,False
V30_clip_high_missing_flag,0.0,False
V30_missing_flag,0.0,False
V31_isna_missing_flag,0.0,False
V31_clip_low_missing_flag,0.0,False
V31_clip_high_missing_flag,0.0,False
V31_missing_flag,0.0,False
V32_isna_missing_flag,0.0,False
V32_clip_low_missing_flag,0.0,False
V32_clip_high_missing_flag,0.0,False
V32_missing_flag,0.0,False
V33_isna_missing_flag,0.0,False
V33_clip_low_missing_flag,0.0,False
V33_clip_high_missing_flag,0.0,False
V33_missing_flag,0.0,False
V34_isna_missing_flag,0.0,False
V34_clip_low_missing_flag,0.0,False
V34_clip_high_missing_flag,0.0,False
V34_missing_flag,0.0,False
V35_isna_missing_flag,0.0,False
V35_clip_low_missing_flag,0.0,False
V35_clip_high_missing_flag,0.0,False
V35_missing_flag,0.0,False
V36_isna_missing_flag,0.0,False
V36_clip_low_missing_flag,0.0,False
V36_clip_high_missing_flag,0.0,False
V36_missing_flag,0.0,False
V37_isna_missing_flag,0.0,False
V37_clip_low_missing_flag,0.0,False
V37_clip_high_missing_flag,0.0,False
V37_missing_flag,0.0,False
V38_isna_missing_flag,0.0,False
V38_clip_low_missing_flag,0.0,False
V38_clip_high_missing_flag,0.0,False
V38_missing_flag,0.0,False
V39_isna_missing_flag,0.0,False
V39_clip_low_missing_flag,0.0,False
V39_clip_high_missing_flag,0.0,False
V39_missing_flag,0.0,False
V40_isna_missing_flag,0.0,False
V40_clip_low_missing_flag,0.0,False
V40_clip_high_missing_flag,0.0,False
V40_missing_flag,0.0,False
V41_isna_missing_flag,0.0,False
V41_clip_low_missing_flag,0.0,False
V41_clip_high_missing_flag,0.0,False
V41_missing_flag,0.0,False
V42_isna_missing_flag,0.0,False
V42_clip_low_missing_flag,0.0,False
V42_clip_high_missing_flag,0.0,False
V42_missing_flag,0.0,False
V43_isna_missing_flag,0.0,False
V43_clip_low_missing_flag,0.0,False
V43_clip_high_missing_flag,0.0,False
V43_missing_flag,0.0,False
V44_isna_missing_flag,0.0,False
V44_clip_low_missing_flag,0.0,False
V44_clip_high_missing_flag,0.0,False
V44_missing_flag,0.0,False
V45_isna_missing_flag,0.0,False
V45_clip_low_missing_flag,0.0,False
V45_clip_high_missing_flag,0.0,False
V45_missing_flag,0.0,False
V46_isna_missing_flag,0.0,False
V46_clip_low_missing_flag,0.0,False
V46_clip_high_missing_flag,0.0,False
V46_missing_flag,0.0,False
V47_isna_missing_flag,0.0,False
V47_clip_low_missing_flag,0.0,False
V47_clip_high_missing_flag,0.0,False
V47_missing_flag,0.0,False
V48_isna_missing_flag,0.0,False
V48_clip_low_missing_flag,0.0,False
V48_clip_high_missing_flag,0.0,False
V48_missing_flag,0.0,False
V49_isna_missing_flag,0.0,False
V49_clip_low_missing_flag,0.0,False
V49_clip_high_missing_flag,0.0,False
V49_missing_flag,0.0,False
V50_isna_missing_flag,0.0,False
V50_clip_low_missing_flag,0.0,False
V50_clip_high_missing_flag,0.0,False
V50_missing_flag,0.0,False
V51_isna_missing_flag,0.0,False
V51_clip_low_missing_flag,0.0,False
V51_clip_high_missing_flag,0.0,False
V51_missing_flag,0.0,False
V52_isna_missing_flag,0.0,False
V52_clip_low_missing_flag,0.0,False
V52_clip_high_missing_flag,0.0,False
V52_missing_flag,0.0,False
V53_isna_missing_flag,0.0,False
V53_clip_low_missing_flag,0.0,False
V53_clip_high_missing_flag,0.0,False
V53_missing_flag,0.0,False
V54_isna_missing_flag,0.0,False
V54_clip_low_missing_flag,0.0,False
V54_clip_high_missing_flag,0.0,False
V54_missing_flag,0.0,False
V55_isna_missing_flag,0.0,False
V55_clip_low_missing_flag,0.0,False
V55_clip_high_missing_flag,0.0,False
V55_missing_flag,0.0,False
V56_isna_missing_flag,0.0,False
V56_clip_low_missing_flag,0.0,False
V56_clip_high_missing_flag,0.0,False
V56_missing_flag,0.0,False
V57_isna_missing_flag,0.0,False
V57_clip_low_missing_flag,0.0,False
V57_clip_high_missing_flag,0.0,False
V57_missing_flag,0.0,False
V58_isna_missing_flag,0.0,False
V58_clip_low_missing_flag,0.0,False
V58_clip_high_missing_flag,0.0,False
V58_missing_flag,0.0,False
V59_isna_missing_flag,0.0,False
V59_clip_low_missing_flag,0.0,False
V59_clip_high_missing_flag,0.0,False
V59_missing_flag,0.0,False
V60_isna_missing_flag,0.0,False
V60_clip_low_missing_flag,0.0,False
V60_clip_high_missing_flag,0.0,False
V60_missing_flag,0.0,False
V61_isna_missing_flag,0.0,False
V61_clip_low_missing_flag,0.0,False
V61_clip_high_missing_flag,0.0,False
V61_missing_flag,0.0,False
